gsId	id	name	iconId	materialsIds	materialsName	materialsCount	rank	groups	sequence	point	money	level	profession	remark	rates
291	1050610159	真梦幻之手·林	1150610128	1050610128:1042200101:1042200201:1042200301:0	梦幻之手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	4	2000000	0	1	10:15:19	精神爆击率：12% 精力：4181 辅助值：15%	10000:0:0:0:0:0
292	1050610160	真百变魔手·林	1150610129	1050610129:1042200101:1042200201:1042200301:0	百变魔手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	4	4000000	0	1	10:15:19	精神爆击率：15% 精力：8362 辅助值：20%	10000:0:0:0:0:0
293	1050610161	真上古之手·林	1150610130	1050610130:1042200101:1042200201:1042200301:0	上古之手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	4	6000000	0	1	10:15:19	精神爆击率：18% 精力：12543 辅助值：25%	10000:0:0:0:0:0
294	1050610162	真秒秒手套·林	1150610131	1050610131:1042200101:1042200201:1042200301:0	秒秒手套·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	4	8000000	0	1	10:15:19	精神爆击率：21% 精力：16725 辅助值：30%	10000:0:0:0:0:0
295	1050610163	真王者之手·林	1150610132	1050610132:1042200101:1042200201:1042200301:0	王者之手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	4	10000000	0	1	10:15:19	精神爆击率：24% 精力：20905 辅助值：35%	10000:0:0:0:0:0
296	1050610164	限量版女王鞭·林	1150010102	1050610133:1042200101:1042200201:0:0	真女王鞭·林:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	1	2000000	0	1	10:15:19	魔攻：3445 辅助值：70%	10000:0:0:0:0:0
297	1050610165	限量版MX扫把·林	1150010103	1050610134:1042200101:1042200201:1042200301:0	真MX扫把·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	1	4000000	0	1	10:15:19	魔攻：5166 辅助值：80%	10000:0:0:0:0:0
298	1050610166	限量版流氓板砖·林	1150010104	1050610135:1042200101:1042200201:1042200301:0	真流氓板砖·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	1	8000000	0	1	10:15:19	魔攻：6890 辅助值：90%	10000:0:0:0:0:0
299	1050610167	限量版冰激凌·林	1150010105	1050610136:1042200101:1042200201:1042200301:0	真甜心冰激凌·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	1	12000000	0	1	10:15:19	魔攻：8611 辅助值：100%	10000:0:0:0:0:0
300	1050610168	限量版辣椒水·林	1150010106	1050610137:1042200101:1042200201:1042200301:0	真山寨辣椒水·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	1	16000000	0	1	10:15:19	魔攻：10333 辅助值：110%	10000:0:0:0:0:0
301	1050610169	限量版苍蝇拍·林	1150010107	1050610138:1042200101:1042200201:1042200301:1042200401	真苍蝇拍·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	1	20000000	0	1	10:15:19	魔攻：12056 辅助值：120%	10000:0:0:0:0:0
302	1050610170	限量版神秘炸弹·林	1150010108	1050610139:1042200101:1042200201:1042200301:1042200401	真神秘炸弹·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:300:90:45:3	3	7	1	24000000	0	1	10:15:19	魔攻：13778 辅助值：130%	10000:0:0:0:0:0
303	1050610171	限量版蓝魔铁衣·林	1150210109	1050610140:1042200101:1042200201:0:0	真蓝魔铁衣·林:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	2	2000000	0	1	10:15:19	物防：22.5% 魔防：30% 生命：5156	10000:0:0:0:0:0
304	1050610172	限量版梦幻缕衣·林	1150210110	1050610141:1042200101:1042200201:1042200301:0	真梦幻缕衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	2	4000000	0	1	10:15:19	物防：27% 魔防：33% 生命：10311	10000:0:0:0:0:0
305	1050610173	限量版百变神衣·林	1150210111	1050610142:1042200101:1042200201:1042200301:0	真百变神衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	2	8000000	0	1	10:15:19	物防：30% 魔防：37.5% 生命：20623	10000:0:0:0:0:0
306	1050610174	限量版上古玄衣·林	1150210112	1050610143:1042200101:1042200201:1042200301:0	真上古玄衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	2	12000000	0	1	10:15:19	物防：34% 魔防：41% 生命：30934	10000:0:0:0:0:0
307	1050610175	限量版奇妙之衣·林	1150210113	1050610144:1042200101:1042200201:1042200301:0	真奇妙之衣·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	2	16000000	0	1	10:15:19	物防：38% 魔防：44.5% 生命：41246	10000:0:0:0:0:0
308	1050610176	限量版王者圣衣·林	1150210114	1050610145:1042200101:1042200201:1042200301:1042200401	真王者圣衣·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	2	20000000	0	1	10:15:19	物防：42% 魔防：48% 生命：51557	10000:0:0:0:0:0
309	1050610177	限量版蓝魔之裤·林	1150310115	1050610146:1042200101:1042200201:0:0	真蓝魔之裤·林:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	3	2000000	0	1	10:15:19	生命：7236 精力：4948	10000:0:0:0:0:0
310	1050610178	限量版梦幻丝裤·林	1150310116	1050610147:1042200101:1042200201:1042200301:0	真梦幻丝裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	3	4000000	0	1	10:15:19	生命：14472 精力：9896	10000:0:0:0:0:0
311	1050610179	限量版百变短裤·林	1150310117	1050610148:1042200101:1042200201:1042200301:0	真百变短裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	3	8000000	0	1	10:15:19	生命：28944 精力：19792 抗精神爆击伤害：25%	10000:0:0:0:0:0
312	1050610180	限量版上古玄裤·林	1150310118	1050610149:1042200101:1042200201:1042200301:0	真上古玄裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	3	12000000	0	1	10:15:19	生命：43416 精力：29688 抗精神爆击伤害：30%	10000:0:0:0:0:0
313	1050610181	限量版秒秒之裤·林	1150310119	1050610150:1042200101:1042200201:1042200301:0	真秒秒之裤·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	3	16000000	0	1	10:15:19	生命：57888 精力：39584 抗物理爆击伤害：5% 抗精神爆击伤害：35%	10000:0:0:0:0:0
314	1050610182	限量版王者圣裤·林	1150310120	1050610151:1042200101:1042200201:1042200301:1042200401	真王者圣裤·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	3	20000000	0	1	10:15:19	生命：72360 精力：49480 抗物理爆击伤害：10% 抗精神爆击伤害：40%	10000:0:0:0:0:0
315	1050610183	限量版蓝魔之靴·林	1150410121	1050610152:1042200101:1042200201:0:0	真蓝魔之靴·林:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	5	2000000	0	1	10:15:19	物免：720 魔免：1344	10000:0:0:0:0:0
316	1050610184	限量版梦幻皮鞋·林	1150410122	1050610153:1042200101:1042200201:1042200301:0	真梦幻皮鞋·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	5	4000000	0	1	10:15:19	物免：936 魔免：2688	10000:0:0:0:0:0
317	1050610185	限量版百变灵靴·林	1150410123	1050610154:1042200101:1042200201:1042200301:0	真百变灵靴·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	5	8000000	0	1	10:15:19	物免：2160 魔免：4032 魔防：2%	10000:0:0:0:0:0
318	1050610186	限量版上古之鞋·林	1150410124	1050610155:1042200101:1042200201:1042200301:0	真上古之鞋·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	5	12000000	0	1	10:15:19	物免：2880 魔免：5376 魔防：4%	10000:0:0:0:0:0
319	1050610187	限量版秒秒皮鞋·林	1150410125	1050610156:1042200101:1042200201:1042200301:0	真秒秒皮鞋·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	5	16000000	0	1	10:15:19	物免：3600 魔免：6720 魔防：6%	10000:0:0:0:0:0
320	1050610188	限量版王者圣靴·林	1150410126	1050610157:1042200101:1042200201:1042200301:1042200401	真王者圣靴·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	5	20000000	0	1	10:15:19	物免：4320 魔免：8064 魔防：8%	10000:0:0:0:0:0
321	1050610189	限量版蓝魔手套·林	1150610127	1050610158:1042200101:1042200201:0:0	真蓝魔手套·林:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	4	2000000	0	1	10:15:19	精神爆击率：9% 精力：3056 辅助值：15%	10000:0:0:0:0:0
322	1050610190	限量版梦幻之手·林	1150610128	1050610159:1042200101:1042200201:1042200301:0	真梦幻之手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	4	4000000	0	1	10:15:19	精神爆击率：12% 精力：6111 辅助值：20%	10000:0:0:0:0:0
323	1050610191	限量版百变魔手·林	1150610129	1050610160:1042200101:1042200201:1042200301:0	真百变魔手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	4	8000000	0	1	10:15:19	精神爆击率：15% 精力：12221 辅助值：25%	10000:0:0:0:0:0
324	1050610192	限量版上古之手·林	1150610130	1050610161:1042200101:1042200201:1042200301:0	真上古之手·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	4	12000000	0	1	10:15:19	精神爆击率：18% 精力：18333 辅助值：30%	10000:0:0:0:0:0
325	1050610193	限量版秒秒手套·林	1150610131	1050610162:1042200101:1042200201:1042200301:0	真秒秒手套·林:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	4	16000000	0	1	10:15:19	精神爆击率：21% 精力：24443 辅助值：35%	10000:0:0:0:0:0
326	1050610194	限量版王者之手·林	1150610132	1050610163:1042200101:1042200201:1042200301:1042200401	真王者之手·林:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	4	20000000	0	1	10:15:19	精神爆击率：24% 精力：30554 辅助值：40%	10000:0:0:0:0:0
327	1050605133	真女王鞭·山	1150005102	1050005102:1042200101:1042200201:0:0	女王鞭·山:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	1	1000000	0	1	5:13:17	物攻：2674 辅助值：30%	10000:0:0:0:0:0
328	1050605134	真MX扫把·山	1150005103	1050005103:1042200101:1042200201:1042200301:0	MX扫把·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	1	2000000	0	1	5:13:17	物攻：4011 辅助值：35%	10000:0:0:0:0:0
329	1050605135	真流氓板砖·山	1150005104	1050005104:1042200101:1042200201:1042200301:0	流氓板砖·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	1	4000000	0	1	5:13:17	物攻：5348 辅助值：40%	10000:0:0:0:0:0
330	1050605136	真甜心冰激凌·山	1150005105	1050005105:1042200101:1042200201:1042200301:0	甜心冰激凌·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	1	6000000	0	1	5:13:17	物攻：6685 辅助值：45%	10000:0:0:0:0:0
331	1050605137	真山寨辣椒水·山	1150005106	1050005106:1042200101:1042200201:1042200301:0	山寨辣椒水·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	1	8000000	0	1	5:13:17	物攻：8021 辅助值：50%	10000:0:0:0:0:0
332	1050605138	真苍蝇拍·山	1150005107	1050005107:1042200101:1042200201:1042200301:0	苍蝇拍·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	1	10000000	0	1	5:13:17	物攻：9359 辅助值：55%	10000:0:0:0:0:0
333	1050605139	真神秘炸弹·山	1150005108	1050005108:1042200101:1042200201:1042200301:1042200401	神秘炸弹·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:150:30:15:1	2	7	1	12000000	0	1	5:13:17	物攻：10695 辅助值：60%	10000:0:0:0:0:0
334	1050605140	真蓝魔铁衣·山	1150205109	1050205109:1042200101:1042200201:0:0	蓝魔铁衣·山:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	2	1000000	0	1	5:13:17	物防：35% 魔防：17.5% 生命：4673	10000:0:0:0:0:0
335	1050605141	真梦幻缕衣·山	1150205110	1050205110:1042200101:1042200201:1042200301:0	梦幻缕衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	2	2000000	0	1	5:13:17	物防：40% 魔防：20% 生命：9346	10000:0:0:0:0:0
336	1050605142	真百变神衣·山	1150205111	1050205111:1042200101:1042200201:1042200301:0	百变神衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	2	4000000	0	1	5:13:17	物防：45% 魔防：22.5% 生命：18691	10000:0:0:0:0:0
337	1050605143	真上古玄衣·山	1150205112	1050205112:1042200101:1042200201:1042200301:0	上古玄衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	2	6000000	0	1	5:13:17	物防：50% 魔防：25% 生命：28037	10000:0:0:0:0:0
338	1050605144	真奇妙之衣·山	1150205113	1050205113:1042200101:1042200201:1042200301:0	奇妙之衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	2	8000000	0	1	5:13:17	物防：55% 魔防：27.5% 生命：37383	10000:0:0:0:0:0
339	1050605145	真王者圣衣·山	1150205114	1050205114:1042200101:1042200201:1042200301:0	王者圣衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	2	10000000	0	1	5:13:17	物防：60% 魔防：30% 生命：46729	10000:0:0:0:0:0
340	1050605146	真蓝魔之裤·山	1150305115	1050305115:1042200101:1042200201:0:0	蓝魔之裤·山:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	3	1000000	0	1	5:13:17	生命：7742 精力：2755	10000:0:0:0:0:0
341	1050605147	真梦幻丝裤·山	1150305116	1050305116:1042200101:1042200201:1042200301:0	梦幻丝裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	3	2000000	0	1	5:13:17	生命：15484 精力：5510	10000:0:0:0:0:0
342	1050605148	真百变短裤·山	1150305117	1050305117:1042200101:1042200201:1042200301:0	百变短裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	3	4000000	0	1	5:13:17	生命：30968 精力：11021 抗物理爆击伤害：25%	10000:0:0:0:0:0
343	1050605149	真上古玄裤·山	1150305118	1050305118:1042200101:1042200201:1042200301:0	上古玄裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	3	6000000	0	1	5:13:17	生命：46452 精力：16531 抗物理爆击伤害：30%	10000:0:0:0:0:0
344	1050605150	真秒秒之裤·山	1150305119	1050305119:1042200101:1042200201:1042200301:0	秒秒之裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	3	8000000	0	1	5:13:17	生命：61936 精力：22042 抗物理爆击伤害：35% 抗精神爆击伤害：5%	10000:0:0:0:0:0
345	1050605151	真王者圣裤·山	1150305120	1050305120:1042200101:1042200201:1042200301:0	王者圣裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	3	10000000	0	1	5:13:17	生命：77420 精力：27552 抗物理爆击伤害：40% 抗精神爆击伤害：10%	10000:0:0:0:0:0
346	1050605152	真蓝魔之靴·山	1150405121	1050405121:1042200101:1042200201:0:0	蓝魔之靴·山:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	5	1000000	0	1	5:13:17	物免：966 魔免：518	10000:0:0:0:0:0
347	1050605153	真梦幻皮鞋·山	1150405122	1050405122:1042200101:1042200201:1042200301:0	梦幻皮鞋·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	5	2000000	0	1	5:13:17	物免：1932 魔免：673	10000:0:0:0:0:0
348	1050605154	真百变灵靴·山	1150405123	1050405123:1042200101:1042200201:1042200301:0	百变灵靴·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	5	4000000	0	1	5:13:17	物免：2898 魔免：1553 物防：2%	10000:0:0:0:0:0
349	1050605155	真上古之鞋·山	1150405124	1050405124:1042200101:1042200201:1042200301:0	上古之鞋·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	5	6000000	0	1	5:13:17	物免：3864 魔免：2070 物防：4%	10000:0:0:0:0:0
350	1050605156	真秒秒皮鞋·山	1150405125	1050405125:1042200101:1042200201:1042200301:0	秒秒皮鞋·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	5	8000000	0	1	5:13:17	物免：4830 魔免：2588 物防：6%	10000:0:0:0:0:0
351	1050605157	真王者圣靴·山	1150405126	1050405126:1042200101:1042200201:1042200301:0	王者圣靴·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	5	10000000	0	1	5:13:17	物免：5796 魔免：3105 物防：8%	10000:0:0:0:0:0
352	1050605158	真蓝魔手套·山	1150605127	1050605127:1042200101:1042200201:0:0	蓝魔手套·山:素材之星·天上:素材之星·天下:0:0	1:12:3:0:0	2	1	4	1000000	0	1	5:13:17	物理爆击率：12% 精力：1663 辅助值：10%	10000:0:0:0:0:0
353	1050605159	真梦幻之手·山	1150605128	1050605128:1042200101:1042200201:1042200301:0	梦幻之手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:20:5:1:0	2	2	4	2000000	0	1	5:13:17	物理爆击率：15% 精力：3326 辅助值：15%	10000:0:0:0:0:0
354	1050605160	真百变魔手·山	1150605129	1050605129:1042200101:1042200201:1042200301:0	百变魔手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:30:8:2:0	2	3	4	4000000	0	1	5:13:17	物理爆击率：18% 精力：6652 辅助值：20%	10000:0:0:0:0:0
355	1050605161	真上古之手·山	1150605130	1050605130:1042200101:1042200201:1042200301:0	上古之手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:50:12:3:0	2	4	4	6000000	0	1	5:13:17	物理爆击率：21% 精力：9978 辅助值：25%	10000:0:0:0:0:0
356	1050605162	真秒秒手套·山	1150605131	1050605131:1042200101:1042200201:1042200301:0	秒秒手套·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:70:15:4:0	2	5	4	8000000	0	1	5:13:17	物理爆击率：24% 精力：13304 辅助值：30%	10000:0:0:0:0:0
357	1050605163	真王者之手·山	1150605132	1050605132:1042200101:1042200201:1042200301:0	王者之手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:20:5:0	2	6	4	10000000	0	1	5:13:17	物理爆击率：27% 精力：16630 辅助值：35%	10000:0:0:0:0:0
358	1050605164	限量版女王鞭·山	1150005102	1050605133:1042200101:1042200201:0:0	真女王鞭·山:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	1	2000000	0	1	5:13:17	物攻：3720 辅助值：35%	10000:0:0:0:0:0
359	1050605165	限量版MX扫把·山	1150005103	1050605134:1042200101:1042200201:1042200301:0	真MX扫把·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	1	4000000	0	1	5:13:17	物攻：5581 辅助值：40%	10000:0:0:0:0:0
360	1050605166	限量版流氓板砖·山	1150005104	1050605135:1042200101:1042200201:1042200301:0	真流氓板砖·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	1	8000000	0	1	5:13:17	物攻：7440 辅助值：45%	10000:0:0:0:0:0
361	1050605167	限量版冰激凌·山	1150005105	1050605136:1042200101:1042200201:1042200301:0	真甜心冰激凌·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	1	12000000	0	1	5:13:17	物攻：9301 辅助值：50%	10000:0:0:0:0:0
362	1050605168	限量版辣椒水·山	1150005106	1050605137:1042200101:1042200201:1042200301:0	真山寨辣椒水·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	1	16000000	0	1	5:13:17	物攻：11160 辅助值：55%	10000:0:0:0:0:0
363	1050605169	限量版苍蝇拍·山	1150005107	1050605138:1042200101:1042200201:1042200301:1042200401	真苍蝇拍·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	1	20000000	0	1	5:13:17	物攻：13021 辅助值：60%	10000:0:0:0:0:0
364	1050605170	限量版神秘炸弹·山	1150005108	1050605139:1042200101:1042200201:1042200301:1042200401	真神秘炸弹·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:300:90:45:3	3	7	1	24000000	0	1	5:13:17	物攻：14880 辅助值：65%	10000:0:0:0:0:0
365	1050605171	限量版蓝魔铁衣·山	1150205109	1050605140:1042200101:1042200201:0:0	真蓝魔铁衣·山:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	2	2000000	0	1	5:13:17	物防：35% 魔防：17.5% 生命：7880	10000:0:0:0:0:0
366	1050605172	限量版梦幻缕衣·山	1150205110	1050605141:1042200101:1042200201:1042200301:0	真梦幻缕衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	2	4000000	0	1	5:13:17	物防：40% 魔防：20% 生命：15761	10000:0:0:0:0:0
367	1050605173	限量版百变神衣·山	1150205111	1050605142:1042200101:1042200201:1042200301:0	真百变神衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	2	8000000	0	1	5:13:17	物防：45% 魔防：22.5% 生命：31521	10000:0:0:0:0:0
368	1050605174	限量版上古玄衣·山	1150205112	1050605143:1042200101:1042200201:1042200301:0	真上古玄衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	2	12000000	0	1	5:13:17	物防：50% 魔防：25% 生命：47282	10000:0:0:0:0:0
369	1050605175	限量版奇妙之衣·山	1150205113	1050605144:1042200101:1042200201:1042200301:0	真奇妙之衣·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	2	16000000	0	1	5:13:17	物防：55% 魔防：27.5% 生命：63042	10000:0:0:0:0:0
370	1050605176	限量版王者圣衣·山	1150205114	1050605145:1042200101:1042200201:1042200301:1042200401	真王者圣衣·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	2	20000000	0	1	5:13:17	物防：60% 魔防：30% 生命：78803	10000:0:0:0:0:0
371	1050605177	限量版蓝魔之裤·山	1150305115	1050605146:1042200101:1042200201:0:0	真蓝魔之裤·山:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	3	2000000	0	1	5:13:17	生命：11060 精力：3936	10000:0:0:0:0:0
372	1050605178	限量版梦幻丝裤·山	1150305116	1050605147:1042200101:1042200201:1042200301:0	真梦幻丝裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	3	4000000	0	1	5:13:17	生命：22120 精力：7872	10000:0:0:0:0:0
373	1050605179	限量版百变短裤·山	1150305117	1050605148:1042200101:1042200201:1042200301:0	真百变短裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	3	8000000	0	1	5:13:17	生命：44240 精力：15744 抗物理爆击伤害：25%	10000:0:0:0:0:0
374	1050605180	限量版上古玄裤·山	1150305118	1050605149:1042200101:1042200201:1042200301:0	真上古玄裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	3	12000000	0	1	5:13:17	生命：66360 精力：23616 抗物理爆击伤害：30%	10000:0:0:0:0:0
375	1050605181	限量版秒秒之裤·山	1150305119	1050605150:1042200101:1042200201:1042200301:0	真秒秒之裤·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	3	16000000	0	1	5:13:17	生命：88480 精力：31488 抗物理爆击伤害：35% 抗精神爆击伤害：5%	10000:0:0:0:0:0
376	1050605182	限量版王者圣裤·山	1150305120	1050605151:1042200101:1042200201:1042200301:1042200401	真王者圣裤·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	3	20000000	0	1	5:13:17	生命：110600 精力：39360 抗物理爆击伤害：40% 抗精神爆击伤害：10%	10000:0:0:0:0:0
377	1050605183	限量版蓝魔之靴·山	1150405121	1050605152:1042200101:1042200201:0:0	真蓝魔之靴·山:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	5	2000000	0	1	5:13:17	物免：1344 魔免：720	10000:0:0:0:0:0
378	1050605184	限量版梦幻皮鞋·山	1150405122	1050605153:1042200101:1042200201:1042200301:0	真梦幻皮鞋·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	5	4000000	0	1	5:13:17	物免：2688 魔免：936	10000:0:0:0:0:0
379	1050605185	限量版百变灵靴·山	1150405123	1050605154:1042200101:1042200201:1042200301:0	真百变灵靴·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	5	8000000	0	1	5:13:17	物免：4032 魔免：2160 物防：2%	10000:0:0:0:0:0
380	1050605186	限量版上古之鞋·山	1150405124	1050605155:1042200101:1042200201:1042200301:0	真上古之鞋·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	5	12000000	0	1	5:13:17	物免：5376 魔免：2880 物防：4%	10000:0:0:0:0:0
381	1050605187	限量版秒秒皮鞋·山	1150405125	1050605156:1042200101:1042200201:1042200301:0	真秒秒皮鞋·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:140:45:12:0	3	5	5	16000000	0	1	5:13:17	物免：6720 魔免：3600 物防：6%	10000:0:0:0:0:0
382	1050605188	限量版王者圣靴·山	1150405126	1050605157:1042200101:1042200201:1042200301:1042200401	真王者圣靴·山:素材之星·天上:素材之星·天下:素材之星·天地:素材之星·无双	1:200:60:15:1	3	6	5	20000000	0	1	5:13:17	物免：8064 魔免：4320 物防：8%	10000:0:0:0:0:0
383	1050605189	限量版蓝魔手套·山	1150605127	1050605158:1042200101:1042200201:0:0	真蓝魔手套·山:素材之星·天上:素材之星·天下:0:0	1:24:9:0:0	3	1	4	2000000	0	1	5:13:17	物理爆击率：12% 精力：2430 辅助值：15%	10000:0:0:0:0:0
384	1050605190	限量版梦幻之手·山	1150605128	1050605159:1042200101:1042200201:1042200301:0	真梦幻之手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:40:15:3:0	3	2	4	4000000	0	1	5:13:17	物理爆击率：15% 精力：4861 辅助值：20%	10000:0:0:0:0:0
385	1050605191	限量版百变魔手·山	1150605129	1050605160:1042200101:1042200201:1042200301:0	真百变魔手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:60:24:6:0	3	3	4	8000000	0	1	5:13:17	物理爆击率：18% 精力：9722 辅助值：25%	10000:0:0:0:0:0
386	1050605192	限量版上古之手·山	1150605130	1050605161:1042200101:1042200201:1042200301:0	真上古之手·山:素材之星·天上:素材之星·天下:素材之星·天地:0	1:100:36:9:0	3	4	4	12000000	0	1	5:13:17	物理爆击率：21% 精力：14583 辅助值：30%	10000:0:0:0:0:0
