level	levelExp	total
7104	260563698678	333699612958898
7105	260705818678	333960318777576
7106	260847958678	334221166736254
7107	260990118678	334482156854932
7108	261132298678	334743289153610
7109	261274498678	335004563652288
7110	261416718678	335265980370966
7111	261558958678	335527539329644
7112	261701218678	335789240548322
7113	261843498678	336051084047000
7114	261985798678	336313069845678
7115	262128118678	336575197964356
7116	262270458678	336837468423034
7117	262412818678	337099881241712
7118	262555198678	337362436440390
7119	262697598678	337625134039068
7120	262840018678	337887974057746
7121	262982458678	338150956516424
7122	263124918678	338414081435102
7123	263267398678	338677348833780
7124	263409898678	338940758732458
7125	263552418678	339204311151136
7126	263694958678	339468006109814
7127	263837518678	339731843628492
7128	263980098678	339995823727170
7129	264122698678	340259946425848
7130	264265318678	340524211744526
7131	264407958678	340788619703204
7132	264550618678	341053170321882
7133	264693298678	341317863620560
7134	264835998678	341582699619238
7135	264978718678	341847678337916
7136	265121458678	342112799796594
7137	265264218678	342378064015272
7138	265406998678	342643471013950
7139	265549798678	342909020812628
7140	265692618678	343174713431306
7141	265835458678	343440548889984
7142	265978318678	343706527208662
7143	266121198678	343972648407340
7144	266264098678	344238912506018
7145	266407018678	344505319524696
7146	266549958678	344771869483374
7147	266692918678	345038562402052
7148	266835898678	345305398300730
7149	266978898678	345572377199408
7150	267121918678	345839499118086
7151	267264958678	346106764076764
7152	267408018678	346374172095442
7153	267551098678	346641723194120
7154	267694198678	346909417392798
7155	267837318678	347177254711476
7156	267980458678	347445235170154
7157	268123618678	347713358788832
7158	268266798678	347981625587510
7159	268409998678	348250035586188
7160	268553218678	348518588804866
7161	268696458678	348787285263544
7162	268839718678	349056124982222
7163	268982998678	349325107980900
7164	269126298678	349594234279578
7165	269269618678	349863503898256
7166	269412958678	350132916856934
7167	269556318678	350402473175612
7168	269699698678	350672172874290
7169	269843098678	350942015972968
7170	269986518678	351212002491646
7171	270129958678	351482132450324
7172	270273418678	351752405869002
7173	270416898678	352022822767680
7174	270560398678	352293383166358
7175	270703918678	352564087085036
7176	270847458678	352834934543714
7177	270991018678	353105925562392
7178	271134598678	353377060161070
7179	271278198678	353648338359748
7180	271421818678	353919760178426
7181	271565458678	354191325637104
7182	271709118678	354463034755782
7183	271852798678	354734887554460
7184	271996498678	355006884053138
7185	272140218678	355279024271816
7186	272283958678	355551308230494
7187	272427718678	355823735949172
7188	272571498678	356096307447850
7189	272715298678	356369022746528
7190	272859118678	356641881865206
7191	273002958678	356914884823884
7192	273146818678	357188031642562
7193	273290698678	357461322341240
7194	273434598678	357734756939918
7195	273578518678	358008335458596
7196	273722458678	358282057917274
7197	273866418678	358555924335952
7198	274010398678	358829934734630
7199	274154398678	359104089133308
7200	274298418678	359378387551986
7201	274442458678	359652830010664
7202	274586518678	359927416529342
7203	274730598678	360202147128020
7204	274874698678	360477021826698
7205	275018818678	360752040645376
7206	275162958678	361027203604054
7207	275307118678	361302510722732
7208	275451298678	361577962021410
7209	275595498678	361853557520088
7210	275739718678	362129297238766
7211	275883958678	362405181197444
7212	276028218678	362681209416122
7213	276172498678	362957381914800
7214	276316798678	363233698713478
7215	276461118678	363510159832156
7216	276605458678	363786765290834
7217	276749818678	364063515109512
7218	276894198678	364340409308190
7219	277038598678	364617447906868
7220	277183018678	364894630925546
7221	277327458678	365171958384224
7222	277471918678	365449430302902
7223	277616398678	365727046701580
7224	277760898678	366004807600258
7225	277905418678	366282713018936
7226	278049958678	366560762977614
7227	278194518678	366838957496292
7228	278339098678	367117296594970
7229	278483698678	367395780293648
7230	278628318678	367674408612326
7231	278772958678	367953181571004
7232	278917618678	368232099189682
7233	279062298678	368511161488360
7234	279206998678	368790368487038
7235	279351718678	369069720205716
7236	279496458678	369349216664394
7237	279641218678	369628857883072
7238	279785998678	369908643881750
7239	279930798678	370188574680428
7240	280075618678	370468650299106
7241	280220458678	370748870757784
7242	280365318678	371029236076462
7243	280510198678	371309746275140
7244	280655098678	371590401373818
7245	280800018678	371871201392496
7246	280944958678	372152146351174
7247	281089918678	372433236269852
7248	281234898678	372714471168530
7249	281379898678	372995851067208
7250	281524918678	373277375985886
7251	281669958678	373559045944564
7252	281815018678	373840860963242
7253	281960098678	374122821061920
7254	282105198678	374404926260598
7255	282250318678	374687176579276
7256	282395458678	374969572037954
7257	282540618678	375252112656632
7258	282685798678	375534798455310
7259	282830998678	375817629453988
7260	282976218678	376100605672666
7261	283121458678	376383727131344
7262	283266718678	376666993850022
7263	283411998678	376950405848700
7264	283557298678	377233963147378
7265	283702618678	377517665766056
7266	283847958678	377801513724734
7267	283993318678	378085507043412
7268	284138698678	378369645742090
7269	284284098678	378653929840768
7270	284429518678	378938359359446
7271	284574958678	379222934318124
7272	284720418678	379507654736802
7273	284865898678	379792520635480
7274	285011398678	380077532034158
7275	285156918678	380362688952836
7276	285302458678	380647991411514
7277	285448018678	380933439430192
7278	285593598678	381219033028870
7279	285739198678	381504772227548
7280	285884818678	381790657046226
7281	286030458678	382076687504904
7282	286176118678	382362863623582
7283	286321798678	382649185422260
7284	286467498678	382935652920938
7285	286613218678	383222266139616
7286	286758958678	383509025098294
7287	286904718678	383795929816972
7288	287050498678	384082980315650
7289	287196298678	384370176614328
7290	287342118678	384657518733006
7291	287487958678	384945006691684
7292	287633818678	385232640510362
7293	287779698678	385520420209040
7294	287925598678	385808345807718
7295	288071518678	386096417326396
7296	288217458678	386384634785074
7297	288363418678	386672998203752
7298	288509398678	386961507602430
7299	288655398678	387250163001108
7300	288801418678	387538964419786
7301	288947458678	387827911878464
7302	289093518678	388117005397142
7303	289239598678	388406244995820
7304	289385698678	388695630694498
7305	289531818678	388985162513176
7306	289677958678	389274840471854
7307	289824118678	389564664590532
7308	289970298678	389854634889210
7309	290116498678	390144751387888
7310	290262718678	390435014106566
7311	290408958678	390725423065244
7312	290555218678	391015978283922
7313	290701498678	391306679782600
7314	290847798678	391597527581278
7315	290994118678	391888521699956
7316	291140458678	392179662158634
7317	291286818678	392470948977312
7318	291433198678	392762382175990
7319	291579598678	393053961774668
7320	291726018678	393345687793346
7321	291872458678	393637560252024
7322	292018918678	393929579170702
7323	292165398678	394221744569380
7324	292311898678	394514056468058
7325	292458418678	394806514886736
7326	292604958678	395099119845414
7327	292751518678	395391871364092
7328	292898098678	395684769462770
7329	293044698678	395977814161448
7330	293191318678	396271005480126
7331	293337958678	396564343438804
7332	293484618678	396857828057482
7333	293631298678	397151459356160
7334	293777998678	397445237354838
7335	293924718678	397739162073516
7336	294071458678	398033233532194
7337	294218218678	398327451750872
7338	294364998678	398621816749550
7339	294511798678	398916328548228
7340	294658618678	399210987166906
7341	294805458678	399505792625584
7342	294952318678	399800744944262
7343	295099198678	400095844142940
7344	295246098678	400391090241618
7345	295393018678	400686483260296
7346	295539958678	400982023218974
7347	295686918678	401277710137652
7348	295833898678	401573544036330
7349	295980898678	401869524935008
7350	296127918678	402165652853686
7351	296274958678	402461927812364
7352	296422018678	402758349831042
7353	296569098678	403054918929720
7354	296716198678	403351635128398
7355	296863318678	403648498447076
7356	297010458678	403945508905754
7357	297157618678	404242666524432
7358	297304798678	404539971323110
7359	297451998678	404837423321788
7360	297599218678	405135022540466
7361	297746458678	405432768999144
7362	297893718678	405730662717822
7363	298040998678	406028703716500
7364	298188298678	406326892015178
7365	298335618678	406625227633856
7366	298482958678	406923710592534
7367	298630318678	407222340911212
7368	298777698678	407521118609890
7369	298925098678	407820043708568
7370	299072518678	408119116227246
7371	299219958678	408418336185924
7372	299367418678	408717703604602
7373	299514898678	409017218503280
7374	299662398678	409316880901958
7375	299809918678	409616690820636
7376	299957458678	409916648279314
7377	300105018678	410216753297992
7378	300252598678	410517005896670
7379	300400198678	410817406095348
7380	300547818678	411117953914026
7381	300695458678	411418649372704
7382	300843118678	411719492491382
7383	300990798678	412020483290060
7384	301138498678	412321621788738
7385	301286218678	412622908007416
7386	301433958678	412924341966094
7387	301581718678	413225923684772
7388	301729498678	413527653183450
7389	301877298678	413829530482128
7390	302025118678	414131555600806
7391	302172958678	414433728559484
7392	302320818678	414736049378162
7393	302468698678	415038518076840
7394	302616598678	415341134675518
7395	302764518678	415643899194196
7396	302912458678	415946811652874
7397	303060418678	416249872071552
7398	303208398678	416553080470230
7399	303356398678	416856436868908
7400	303504418678	417159941287586
7401	303652458678	417463593746264
7402	303800518678	417767394264942
7403	303948598678	418071342863620
7404	304096698678	418375439562298
7405	304244818678	418679684380976
7406	304392958678	418984077339654
7407	304541118678	419288618458332
7408	304689298678	419593307757010
7409	304837498678	419898145255688
7410	304985718678	420203130974366
7411	305133958678	420508264933044
7412	305282218678	420813547151722
7413	305430498678	421118977650400
7414	305578798678	421424556449078
7415	305727118678	421730283567756
7416	305875458678	422036159026434
7417	306023818678	422342182845112
7418	306172198678	422648355043790
7419	306320598678	422954675642468
7420	306469018678	423261144661146
7421	306617458678	423567762119824
7422	306765918678	423874528038502
7423	306914398678	424181442437180
7424	307062898678	424488505335858
7425	307211418678	424795716754536
7426	307359958678	425103076713214
7427	307508518678	425410585231892
7428	307657098678	425718242330570
7429	307805698678	426026048029248
7430	307954318678	426334002347926
7431	308102958678	426642105306604
7432	308251618678	426950356925282
7433	308400298678	427258757223960
7434	308548998678	427567306222638
7435	308697718678	427876003941316
7436	308846458678	428184850399994
7437	308995218678	428493845618672
7438	309143998678	428802989617350
7439	309292798678	429112282416028
7440	309441618678	429421724034706
7441	309590458678	429731314493384
7442	309739318678	430041053812062
7443	309888198678	430350942010740
7444	310037098678	430660979109418
7445	310186018678	430971165128096
7446	310334958678	431281500086774
7447	310483918678	431591984005452
7448	310632898678	431902616904130
7449	310781898678	432213398802808
7450	310930918678	432524329721486
7451	311079958678	432835409680164
7452	311229018678	433146638698842
7453	311378098678	433458016797520
7454	311527198678	433769543996198
7455	311676318678	434081220314876
7456	311825458678	434393045773554
7457	311974618678	434705020392232
7458	312123798678	435017144190910
7459	312272998678	435329417189588
7460	312422218678	435641839408266
7461	312571458678	435954410866944
7462	312720718678	436267131585622
7463	312869998678	436580001584300
7464	313019298678	436893020882978
7465	313168618678	437206189501656
7466	313317958678	437519507460334
7467	313467318678	437832974779012
7468	313616698678	438146591477690
7469	313766098678	438460357576368
7470	313915518678	438774273095046
7471	314064958678	439088338053724
7472	314214418678	439402552472402
7473	314363898678	439716916371080
7474	314513398678	440031429769758
7475	314662918678	440346092688436
7476	314812458678	440660905147114
7477	314962018678	440975867165792
7478	315111598678	441290978764470
7479	315261198678	441606239963148
7480	315410818678	441921650781826
7481	315560458678	442237211240504
7482	315710118678	442552921359182
7483	315859798678	442868781157860
7484	316009498678	443184790656538
7485	316159218678	443500949875216
7486	316308958678	443817258833894
7487	316458718678	444133717552572
7488	316608498678	444450326051250
7489	316758298678	444767084349928
7490	316908118678	445083992468606
7491	317057958678	445401050427284
7492	317207818678	445718258245962
7493	317357698678	446035615944640
7494	317507598678	446353123543318
7495	317657518678	446670781061996
7496	317807458678	446988588520674
7497	317957418678	447306545939352
7498	318107398678	447624653338030
7499	318257398678	447942910736708
7500	318407418678	448261318155386
7501	318557458678	448579875614064
7502	318707518678	448898583132742
7503	318857598678	449217440731420
7504	319007698678	449536448430098
7505	319157818678	449855606248776
7506	319307958678	450174914207454
7507	319458118678	450494372326132
7508	319608298678	450813980624810
7509	319758498678	451133739123488
7510	319908718678	451453647842166
7511	320058958678	451773706800844
7512	320209218678	452093916019522
7513	320359498678	452414275518200
7514	320509798678	452734785316878
7515	320660118678	453055445435556
7516	320810458678	453376255894234
7517	320960818678	453697216712912
7518	321111198678	454018327911590
7519	321261598678	454339589510268
7520	321412018678	454661001528946
7521	321562458678	454982563987624
7522	321712918678	455304276906302
7523	321863398678	455626140304980
7524	322013898678	455948154203658
7525	322164418678	456270318622336
7526	322314958678	456592633581014
7527	322465518678	456915099099692
7528	322616098678	457237715198370
7529	322766698678	457560481897048
7530	322917318678	457883399215726
7531	323067958678	458206467174404
7532	323218618678	458529685793082
7533	323369298678	458853055091760
7534	323519998678	459176575090438
7535	323670718678	459500245809116
7536	323821458678	459824067267794
7537	323972218678	460148039486472
7538	324122998678	460472162485150
7539	324273798678	460796436283828
7540	324424618678	461120860902506
7541	324575458678	461445436361184
7542	324726318678	461770162679862
7543	324877198678	462095039878540
7544	325028098678	462420067977218
7545	325179018678	462745246995896
7546	325329958678	463070576954574
7547	325480918678	463396057873252
7548	325631898678	463721689771930
7549	325782898678	464047472670608
7550	325933918678	464373406589286
7551	326084958678	464699491547964
7552	326236018678	465025727566642
7553	326387098678	465352114665320
7554	326538198678	465678652863998
7555	326689318678	466005342182676
7556	326840458678	466332182641354
7557	326991618678	466659174260032
7558	327142798678	466986317058710
7559	327293998678	467313611057388
7560	327445218678	467641056276066
7561	327596458678	467968652734744
7562	327747718678	468296400453422
7563	327898998678	468624299452100
7564	328050298678	468952349750778
7565	328201618678	469280551369456
7566	328352958678	469608904328134
7567	328504318678	469937408646812
7568	328655698678	470266064345490
7569	328807098678	470594871444168
7570	328958518678	470923829962846
7571	329109958678	471252939921524
7572	329261418678	471582201340202
7573	329412898678	471911614238880
7574	329564398678	472241178637558
7575	329715918678	472570894556236
7576	329867458678	472900762014914
7577	330019018678	473230781033592
7578	330170598678	473560951632270
7579	330322198678	473891273830948
7580	330473818678	474221747649626
7581	330625458678	474552373108304
7582	330777118678	474883150226982
7583	330928798678	475214079025660
7584	331080498678	475545159524338
7585	331232218678	475876391743016
7586	331383958678	476207775701694
7587	331535718678	476539311420372
7588	331687498678	476870998919050
7589	331839298678	477202838217728
7590	331991118678	477534829336406
7591	332142958678	477866972295084
7592	332294818678	478199267113762
7593	332446698678	478531713812440
7594	332598598678	478864312411118
7595	332750518678	479197062929796
7596	332902458678	479529965388474
7597	333054418678	479863019807152
7598	333206398678	480196226205830
7599	333358398678	480529584604508
7600	333510418678	480863095023186
7601	333662458678	481196757481864
7602	333814518678	481530572000542
7603	333966598678	481864538599220
7604	334118698678	482198657297898
7605	334270818678	482532928116576
7606	334422958678	482867351075254
7607	334575118678	483201926193932
7608	334727298678	483536653492610
7609	334879498678	483871532991288
7610	335031718678	484206564709966
7611	335183958678	484541748668644
7612	335336218678	484877084887322
7613	335488498678	485212573386000
7614	335640798678	485548214184678
7615	335793118678	485884007303356
7616	335945458678	486219952762034
7617	336097818678	486556050580712
7618	336250198678	486892300779390
7619	336402598678	487228703378068
7620	336555018678	487565258396746
7621	336707458678	487901965855424
7622	336859918678	488238825774102
7623	337012398678	488575838172780
7624	337164898678	488913003071458
7625	337317418678	489250320490136
7626	337469958678	489587790448814
7627	337622518678	489925412967492
7628	337775098678	490263188066170
7629	337927698678	490601115764848
7630	338080318678	490939196083526
7631	338232958678	491277429042204
7632	338385618678	491615814660882
7633	338538298678	491954352959560
7634	338690998678	492293043958238
7635	338843718678	492631887676916
7636	338996458678	492970884135594
7637	339149218678	493310033354272
7638	339301998678	493649335352950
7639	339454798678	493988790151628
7640	339607618678	494328397770306
7641	339760458678	494668158228984
7642	339913318678	495008071547662
7643	340066198678	495348137746340
7644	340219098678	495688356845018
7645	340372018678	496028728863696
7646	340524958678	496369253822374
7647	340677918678	496709931741052
7648	340830898678	497050762639730
7649	340983898678	497391746538408
7650	341136918678	497732883457086
7651	341289958678	498074173415764
7652	341443018678	498415616434442
7653	341596098678	498757212533120
7654	341749198678	499098961731798
7655	341902318678	499440864050476
7656	342055458678	499782919509154
7657	342208618678	500125128127832
7658	342361798678	500467489926510
7659	342514998678	500810004925188
7660	342668218678	501152673143866
7661	342821458678	501495494602544
7662	342974718678	501838469321222
7663	343127998678	502181597319900
7664	343281298678	502524878618578
7665	343434618678	502868313237256
7666	343587958678	503211901195934
7667	343741318678	503555642514612
7668	343894698678	503899537213290
7669	344048098678	504243585311968
7670	344201518678	504587786830646
7671	344354958678	504932141789324
7672	344508418678	505276650208002
7673	344661898678	505621312106680
7674	344815398678	505966127505358
7675	344968918678	506311096424036
7676	345122458678	506656218882714
7677	345276018678	507001494901392
7678	345429598678	507346924500070
7679	345583198678	507692507698748
7680	345736818678	508038244517426
7681	345890458678	508384134976104
7682	346044118678	508730179094782
7683	346197798678	509076376893460
7684	346351498678	509422728392138
7685	346505218678	509769233610816
7686	346658958678	510115892569494
7687	346812718678	510462705288172
7688	346966498678	510809671786850
7689	347120298678	511156792085528
7690	347274118678	511504066204206
7691	347427958678	511851494162884
7692	347581818678	512199075981562
7693	347735698678	512546811680240
7694	347889598678	512894701278918
7695	348043518678	513242744797596
7696	348197458678	513590942256274
7697	348351418678	513939293674952
7698	348505398678	514287799073630
7699	348659398678	514636458472308
7700	348813418678	514985271890986
7701	348967458678	515334239349664
7702	349121518678	515683360868342
7703	349275598678	516032636467020
7704	349429698678	516382066165698
7705	349583818678	516731649984376
7706	349737958678	517081387943054
7707	349892118678	517431280061732
7708	350046298678	517781326360410
7709	350200498678	518131526859088
7710	350354718678	518481881577766
7711	350508958678	518832390536444
7712	350663218678	519183053755122
7713	350817498678	519533871253800
7714	350971798678	519884843052478
7715	351126118678	520235969171156
7716	351280458678	520587249629834
7717	351434818678	520938684448512
7718	351589198678	521290273647190
7719	351743598678	521642017245868
7720	351898018678	521993915264546
7721	352052458678	522345967723224
7722	352206918678	522698174641902
7723	352361398678	523050536040580
7724	352515898678	523403051939258
7725	352670418678	523755722357936
7726	352824958678	524108547316614
7727	352979518678	524461526835292
7728	353134098678	524814660933970
7729	353288698678	525167949632648
7730	353443318678	525521392951326
7731	353597958678	525874990910004
7732	353752618678	526228743528682
7733	353907298678	526582650827360
7734	354061998678	526936712826038
7735	354216718678	527290929544716
7736	354371458678	527645301003394
7737	354526218678	527999827222072
7738	354680998678	528354508220750
7739	354835798678	528709344019428
7740	354990618678	529064334638106
7741	355145458678	529419480096784
7742	355300318678	529774780415462
7743	355455198678	530130235614140
7744	355610098678	530485845712818
7745	355765018678	530841610731496
7746	355919958678	531197530690174
7747	356074918678	531553605608852
7748	356229898678	531909835507530
7749	356384898678	532266220406208
7750	356539918678	532622760324886
7751	356694958678	532979455283564
7752	356850018678	533336305302242
7753	357005098678	533693310400920
7754	357160198678	534050470599598
7755	357315318678	534407785918276
7756	357470458678	534765256376954
7757	357625618678	535122881995632
7758	357780798678	535480662794310
7759	357935998678	535838598792988
7760	358091218678	536196690011666
7761	358246458678	536554936470344
7762	358401718678	536913338189022
7763	358556998678	537271895187700
7764	358712298678	537630607486378
7765	358867618678	537989475105056
7766	359022958678	538348498063734
7767	359178318678	538707676382412
7768	359333698678	539067010081090
7769	359489098678	539426499179768
7770	359644518678	539786143698446
7771	359799958678	540145943657124
7772	359955418678	540505899075802
7773	360110898678	540866009974480
7774	360266398678	541226276373158
7775	360421918678	541586698291836
7776	360577458678	541947275750514
7777	360733018678	542308008769192
7778	360888598678	542668897367870
7779	361044198678	543029941566548
7780	361199818678	543391141385226
7781	361355458678	543752496843904
7782	361511118678	544114007962582
7783	361666798678	544475674761260
7784	361822498678	544837497259938
7785	361978218678	545199475478616
7786	362133958678	545561609437294
7787	362289718678	545923899155972
7788	362445498678	546286344654650
7789	362601298678	546648945953328
7790	362757118678	547011703072006
7791	362912958678	547374616030684
7792	363068818678	547737684849362
7793	363224698678	548100909548040
7794	363380598678	548464290146718
7795	363536518678	548827826665396
7796	363692458678	549191519124074
7797	363848418678	549555367542752
7798	364004398678	549919371941430
7799	364160398678	550283532340108
7800	364316418678	550647848758786
7801	364472458678	551012321217464
7802	364628518678	551376949736142
7803	364784598678	551741734334820
7804	364940698678	552106675033498
7805	365096818678	552471771852176
7806	365252958678	552837024810854
7807	365409118678	553202433929532
7808	365565298678	553567999228210
7809	365721498678	553933720726888
7810	365877718678	554299598445566
7811	366033958678	554665632404244
7812	366190218678	555031822622922
7813	366346498678	555398169121600
7814	366502798678	555764671920278
7815	366659118678	556131331038956
7816	366815458678	556498146497634
7817	366971818678	556865118316312
7818	367128198678	557232246514990
7819	367284598678	557599531113668
7820	367441018678	557966972132346
7821	367597458678	558334569591024
7822	367753918678	558702323509702
7823	367910398678	559070233908380
7824	368066898678	559438300807058
7825	368223418678	559806524225736
7826	368379958678	560174904184414
7827	368536518678	560543440703092
7828	368693098678	560912133801770
7829	368849698678	561280983500448
7830	369006318678	561649989819126
7831	369162958678	562019152777804
7832	369319618678	562388472396482
7833	369476298678	562757948695160
7834	369632998678	563127581693838
7835	369789718678	563497371412516
7836	369946458678	563867317871194
7837	370103218678	564237421089872
7838	370259998678	564607681088550
7839	370416798678	564978097887228
7840	370573618678	565348671505906
7841	370730458678	565719401964584
7842	370887318678	566090289283262
7843	371044198678	566461333481940
7844	371201098678	566832534580618
7845	371358018678	567203892599296
7846	371514958678	567575407557974
7847	371671918678	567947079476652
7848	371828898678	568318908375330
7849	371985898678	568690894274008
7850	372142918678	569063037192686
7851	372299958678	569435337151364
7852	372457018678	569807794170042
7853	372614098678	570180408268720
7854	372771198678	570553179467398
7855	372928318678	570926107786076
7856	373085458678	571299193244754
7857	373242618678	571672435863432
7858	373399798678	572045835662110
7859	373556998678	572419392660788
7860	373714218678	572793106879466
7861	373871458678	573166978338144
7862	374028718678	573541007056822
7863	374185998678	573915193055500
7864	374343298678	574289536354178
7865	374500618678	574664036972856
7866	374657958678	575038694931534
7867	374815318678	575413510250212
7868	374972698678	575788482948890
7869	375130098678	576163613047568
7870	375287518678	576538900566246
7871	375444958678	576914345524924
7872	375602418678	577289947943602
7873	375759898678	577665707842280
7874	375917398678	578041625240958
7875	376074918678	578417700159636
7876	376232458678	578793932618314
7877	376390018678	579170322636992
7878	376547598678	579546870235670
7879	376705198678	579923575434348
7880	376862818678	580300438253026
7881	377020458678	580677458711704
7882	377178118678	581054636830382
7883	377335798678	581431972629060
7884	377493498678	581809466127738
7885	377651218678	582187117346416
7886	377808958678	582564926305094
7887	377966718678	582942893023772
7888	378124498678	583321017522450
7889	378282298678	583699299821128
7890	378440118678	584077739939806
7891	378597958678	584456337898484
7892	378755818678	584835093717162
7893	378913698678	585214007415840
7894	379071598678	585593079014518
7895	379229518678	585972308533196
7896	379387458678	586351695991874
7897	379545418678	586731241410552
7898	379703398678	587110944809230
7899	379861398678	587490806207908
7900	380019418678	587870825626586
7901	380177458678	588251003085264
7902	380335518678	588631338603942
7903	380493598678	589011832202620
7904	380651698678	589392483901298
7905	380809818678	589773293719976
7906	380967958678	590154261678654
7907	381126118678	590535387797332
7908	381284298678	590916672096010
7909	381442498678	591298114594688
7910	381600718678	591679715313366
7911	381758958678	592061474272044
7912	381917218678	592443391490722
7913	382075498678	592825466989400
7914	382233798678	593207700788078
7915	382392118678	593590092906756
7916	382550458678	593972643365434
7917	382708818678	594355352184112
7918	382867198678	594738219382790
7919	383025598678	595121244981468
7920	383184018678	595504429000146
7921	383342458678	595887771458824
7922	383500918678	596271272377502
7923	383659398678	596654931776180
7924	383817898678	597038749674858
7925	383976418678	597422726093536
7926	384134958678	597806861052214
7927	384293518678	598191154570892
7928	384452098678	598575606669570
7929	384610698678	598960217368248
7930	384769318678	599344986686926
7931	384927958678	599729914645604
7932	385086618678	600115001264282
7933	385245298678	600500246562960
7934	385403998678	600885650561638
7935	385562718678	601271213280316
7936	385721458678	601656934738994
7937	385880218678	602042814957672
7938	386038998678	602428853956350
7939	386197798678	602815051755028
7940	386356618678	603201408373706
7941	386515458678	603587923832384
7942	386674318678	603974598151062
7943	386833198678	604361431349740
7944	386992098678	604748423448418
7945	387151018678	605135574467096
7946	387309958678	605522884425774
7947	387468918678	605910353344452
7948	387627898678	606297981243130
7949	387786898678	606685768141808
7950	387945918678	607073714060486
7951	388104958678	607461819019164
7952	388264018678	607850083037842
7953	388423098678	608238506136520
7954	388582198678	608627088335198
7955	388741318678	609015829653876
7956	388900458678	609404730112554
7957	389059618678	609793789731232
7958	389218798678	610183008529910
7959	389377998678	610572386528588
7960	389537218678	610961923747266
7961	389696458678	611351620205944
7962	389855718678	611741475924622
7963	390014998678	612131490923300
7964	390174298678	612521665221978
7965	390333618678	612911998840656
7966	390492958678	613302491799334
7967	390652318678	613693144118012
7968	390811698678	614083955816690
7969	390971098678	614474926915368
7970	391130518678	614866057434046
7971	391289958678	615257347392724
7972	391449418678	615648796811402
7973	391608898678	616040405710080
7974	391768398678	616432174108758
7975	391927918678	616824102027436
7976	392087458678	617216189486114
7977	392247018678	617608436504792
7978	392406598678	618000843103470
7979	392566198678	618393409302148
7980	392725818678	618786135120826
7981	392885458678	619179020579504
7982	393045118678	619572065698182
7983	393204798678	619965270496860
7984	393364498678	620358634995538
7985	393524218678	620752159214216
7986	393683958678	621145843172894
7987	393843718678	621539686891572
7988	394003498678	621933690390250
7989	394163298678	622327853688928
7990	394323118678	622722176807606
7991	394482958678	623116659766284
7992	394642818678	623511302584962
7993	394802698678	623906105283640
7994	394962598678	624301067882318
7995	395122518678	624696190400996
7996	395282458678	625091472859674
7997	395442418678	625486915278352
7998	395602398678	625882517677030
7999	395762398678	626278280075708
8000	395922418678	626674202494386
8001	396082458678	627070284953064
8002	396242518678	627466527471742
8003	396402598678	627862930070420
8004	396562698678	628259492769098
8005	396722818678	628656215587776
8006	396882958678	629053098546454
8007	397043118678	629450141665132
8008	397203298678	629847344963810
8009	397363498678	630244708462488
8010	397523718678	630642232181166
8011	397683958678	631039916139844
8012	397844218678	631437760358522
8013	398004498678	631835764857200
8014	398164798678	632233929655878
8015	398325118678	632632254774556
8016	398485458678	633030740233234
8017	398645818678	633429386051912
8018	398806198678	633828192250590
8019	398966598678	634227158849268
8020	399127018678	634626285867946
8021	399287458678	635025573326624
8022	399447918678	635425021245302
8023	399608398678	635824629643980
8024	399768898678	636224398542658
8025	399929418678	636624327961336
8026	400089958678	637024417920014
8027	400250518678	637424668438692
8028	400411098678	637825079537370
8029	400571698678	638225651236048
8030	400732318678	638626383554726
8031	400892958678	639027276513404
8032	401053618678	639428330132082
8033	401214298678	639829544430760
8034	401374998678	640230919429438
8035	401535718678	640632455148116
8036	401696458678	641034151606794
8037	401857218678	641436008825472
8038	402017998678	641838026824150
8039	402178798678	642240205622828
8040	402339618678	642642545241506
8041	402500458678	643045045700184
8042	402661318678	643447707018862
8043	402822198678	643850529217540
8044	402983098678	644253512316218
8045	403144018678	644656656334896
8046	403304958678	645059961293574
8047	403465918678	645463427212252
8048	403626898678	645867054110930
8049	403787898678	646270842009608
8050	403948918678	646674790928286
8051	404109958678	647078900886964
8052	404271018678	647483171905642
8053	404432098678	647887604004320
8054	404593198678	648292197202998
8055	404754318678	648696951521676
8056	404915458678	649101866980354
8057	405076618678	649506943599032
8058	405237798678	649912181397710
8059	405398998678	650317580396388
8060	405560218678	650723140615066
8061	405721458678	651128862073744
8062	405882718678	651534744792422
8063	406043998678	651940788791100
8064	406205298678	652346994089778
8065	406366618678	652753360708456
8066	406527958678	653159888667134
8067	406689318678	653566577985812
8068	406850698678	653973428684490
8069	407012098678	654380440783168
8070	407173518678	654787614301846
8071	407334958678	655194949260524
8072	407496418678	655602445679202
8073	407657898678	656010103577880
8074	407819398678	656417922976558
8075	407980918678	656825903895236
8076	408142458678	657234046353914
8077	408304018678	657642350372592
8078	408465598678	658050815971270
8079	408627198678	658459443169948
8080	408788818678	658868231988626
8081	408950458678	659277182447304
8082	409112118678	659686294565982
8083	409273798678	660095568364660
8084	409435498678	660505003863338
8085	409597218678	660914601082016
8086	409758958678	661324360040694
8087	409920718678	661734280759372
8088	410082498678	662144363258050
8089	410244298678	662554607556728
8090	410406118678	662965013675406
8091	410567958678	663375581634084
8092	410729818678	663786311452762
8093	410891698678	664197203151440
8094	411053598678	664608256750118
8095	411215518678	665019472268796
8096	411377458678	665430849727474
8097	411539418678	665842389146152
8098	411701398678	666254090544830
8099	411863398678	666665953943508
8100	412025418678	667077979362186
8101	412187458678	667490166820864
8102	412349518678	667902516339542
