id	name	level	type	iconId	minQuality	maxQuality	point	token	money	repeatNumber	bindMode	remark	eType	job	equipLocation	equipType	equipLevel	maxEquipLevel	phyAtt	phyAttRate	sptAtt	sptAttRate	phyDefWhite	phyDefGreen	phyDefBlue	phyDefPurple	phyDefRate	sptDefWhite	sptDefGreen	sptDefBlue	sptDefPurple	sptDefRate	modValueWhite	modValueGreen	power	agility	spirit	wisdom	lifePoint	magicPoint	curePoint	phySmiteRate	sptSmiteRate	phySmiteParm	sptSmiteParm	phyHurtAvoid	sptHurtAvoid	clearPhySmite	clearSptSmite	clearPhySmiteParm	clearSptSmiteParm	taskColor	modelId	startLevel	phyAttExt	sptAttExt	powerExt	agilityExt	spiritExt	wisdomExt	lifePointExt	magicPointExt	curePointExt	phySmiteRateExt	sptSmiteRateExt	phyHurtAvoidExt	sptHurtAvoidExt	phySmiteParmExt	sptSmiteParmExt	isVIP	adornBackgroud	isDel 
1050000010	魔力棒	1	1	1150000039	0	0	100	0	0	1	2	0	0	0	0	9	1	1	50	0	50	0	0	0	0	0	0	0	0	0	0	0	10000	12000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1:10	1:10	1:4	1:4	1:4	1:4	1:200	1:200	50:100	0:0	0:0	1:4	1:4	0:0	0:0	0	0	1
1051100001	☆杀手之王☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100002	☆恐怖天使☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100003	☆痞子终结者☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100004	☆獠牙猛鬼☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100005	☆飞天小特警☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100006	☆闪电新星☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100007	☆蓝色史莱姆☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100008	☆机关拆解者☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100009	☆无毒不丈夫☆	1	1	1151100009	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100010	☆魅影神偷☆	1	1	1151100010	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100011	☆伪天使☆	1	1	1151100011	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100012	☆炒作高手☆	1	1	1151100012	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100013	☆楚楚流香☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100014	☆飞流直下三千尺☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100015	☆生化屠夫☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100016	☆盗亦有道☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100017	☆犹抱琵琶半遮面☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100018	☆最后的生还者☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100019	☆枪下游魂☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100020	☆蓝色妖姬☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100021	☆好奇的小猫咪☆	1	1	1151100009	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100022	☆白天不懂夜的黑☆	1	1	1151100010	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100023	☆调教状元☆	1	1	1151100011	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100024	☆福音战士☆	1	1	1151100012	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100025	☆以暴制暴☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100026	☆谦虚的教导者☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100027	☆鞭挞速手☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100028	☆像雷一样的人☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100029	☆在世柳下惠☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100030	☆深渊捕蛇人☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100031	☆燕赤大侠☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100032	☆力拔山兮☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100033	☆蛇羹烹饪者☆	1	1	1151100009	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100034	☆勤劳伐木工☆	1	1	1151100010	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100035	☆狂野一匹狼☆	1	1	1151100011	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100036	☆爱拔牙的囧叔叔☆	1	1	1151100012	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100037	☆正义的月亮使者☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100038	☆推倒神的人☆	1	1	1151100001	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100039	☆混世魔王☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100040	☆浴血英雄☆	1	1	1151100003	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100041	☆金牌打手☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100042	☆黑夜骑士☆	1	1	1151100005	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100043	☆舞林高手☆	1	1	1151100007	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100044	☆多情男子☆	1	1	1151100007	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100045	☆月光美眉☆	1	1	1151100009	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100046	☆代表月亮惩罚你☆	1	1	1151100010	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100047	☆在世小强☆	1	1	1151100011	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100048	☆霸王之拳☆	1	1	1151100012	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100049	☆孤傲一支花☆	1	1	1151100001	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100050	☆太空漫步者☆	1	1	1151100003	2	2	0	15000	0	1	2	0	0	0	11	0	1	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	0	0	9	1:1700	1:1700	1:440	1:440	1:440	1:440	1:15200	1:15200	100:2300	50:150	50:150	1:440	1:440	100:2300	100:2300	1	0	0
1051100199	☆性感女神☆	1	1	1151100007	2	2	0	15000	0	1	2	0	0	0	11	0	1	1	1500	0	1500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	2000	0	0	9	1:1700	1:1700	1:440	1:440	1:440	1:440	1:15200	1:15200	100:2300	50:150	50:150	1:440	1:440	100:2300	100:2300	1	0	0
1051100051	☆冰山美人☆	1	1	1151100003	1	1	0	3000	0	1	2	0	0	0	11	0	1	1	300	0	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	7	1:900	1:900	1:240	1:240	1:240	1:240	1:7200	1:7200	100:1100	50:100	50:100	1:240	1:240	100:1100	100:1100	1	0	0
1051100052	☆活力宝贝☆	1	1	1151100005	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100053	☆热血英豪☆	1	1	1151100005	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100054	☆可爱萌娘☆	1	1	1151100007	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100055	☆今晚打老虎☆	1	1	1151100007	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100056	☆我的心里只有你☆	1	1	1151100009	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100057	☆辣手回春☆	1	1	1151100010	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100058	☆烈火红颜☆	1	1	1151100011	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100059	☆黑侠☆	1	1	1151100012	1	1	0	1500	0	1	2	0	0	0	11	0	1	1	150	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1000	1000	0	0	6	1:700	1:700	1:200	1:200	1:200	1:200	1:5600	1:5600	100:800	50:100	50:100	1:200	1:200	100:800	100:800	1	0	0
1051100060	☆闪灵游侠☆	1	1	1151100003	2	2	0	30000	0	1	2	0	0	0	11	0	1	1	3000	0	3000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000	4000	0	0	10	1:2500	1:2500	1:900	1:900	1:900	1:900	1:35000	1:35000	100:3000	50:150	50:150	1:900	1:900	100:2300	100:2300	1	0	0
1051100061	☆当家花旦☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100062	☆明净如水☆	1	1	1151100005	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100063	☆厉鬼缠身☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100064	☆狡猾的人☆	1	1	1151100007	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100065	☆灵动一指☆	1	1	1151100009	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100066	☆寒冰覆霜☆	1	1	1151100010	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
1051100067	☆百毒不侵☆	1	1	1151100011	0	0	10000	0	0	1	2	0	0	0	11	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1:60	1:60	1:50	1:50	1:50	1:50	1:1200	1:1200	50:180	0:0	0:0	1:50	1:50	0:0	0:0	0	0	0
